nPsoRun,n_iter,S,fgbest,optDes
127,10000,300,-32.12165040904502,[-0.9999999999995975 0.007161334482680258 -0.9833539609062548; 0.9999999999999882 0.9999999999999685 1.0; 0.999999999999995 1.0 -0.9999999999999921; -0.9999999999999774 0.9999999999999641 0.9999628626884463; -0.999999999807405 -0.2711292965272533 0.9999999999999848; -0.17320688251382685 0.707699017781841 0.9870586721183654; 0.999853154846825 0.014814582845934296 -0.9985912608689966; -0.9999999999999662 -0.9999999913515892 -0.9999999999999936; -0.03901791725374847 0.999999999999953 -1.0; 1.0 -0.9999999999999986 -0.9999999999999921; -0.9999999999999998 0.9861754600366598 -0.035338710049493245; 0.11845279814927684 -0.9114051090821065 -0.8731059747233655; 0.4835427250458738 -0.9999999999999888 0.9999999999999796; -0.9999879112653088 -0.9999999999999081 0.21460398279871337; 0.9938165351847859 0.9743146983715605 0.19151123631522218; 0.9999999999999879 -0.8000906824539687 0.8562135402519976]
128,10000,300,-29.71284678760706,[0.9999999999933389 -0.9999999999998576 0.9999999999999634; 0.9999999453827687 0.38027874173227083 0.9999999999999788; 0.9999999999999927 -0.9999999999803963 -0.9999999999999987; 0.9999999999999548 0.9999999999956514 -0.9999999999993635; -0.9999999999991631 -0.999999999999891 -0.3470855223498149; -0.8234127662555756 -0.9849055520391173 -0.9999999999994601; -0.9997495372709594 0.9999999999935589 0.9999999999997622; 0.9999999875903252 -0.9999999999997342 -0.09919578621740144; -0.03119296699895192 0.9999265224528779 -0.9916868491306401; -0.9943143647600872 0.039342432236533185 0.9767763940585413; -0.9999999999999991 0.9999999823028384 -0.9999999999973228; 0.861544545078288 0.2858041669732036 -0.9502173609990113; -0.9999031472779345 0.9893960592336032 -0.016744496185879077; -0.9999999999999822 -0.999999999999848 0.9999999999999276; 0.9999999935431312 0.9999999999999972 0.9448942071797195; -0.029863896968068307 -0.9986792812026503 0.5391788744559692]
129,8118,300,-31.6888677156377,[1.0 0.9959722118265959 -0.5172363505365822; 0.05146736669102966 0.993072207798081 -0.11783459867229293; 0.9996027553266611 0.9981440338757863 -1.0; -0.9999200736265619 -0.9999999999999997 -0.9999999999999996; -0.765670178380117 0.9364259688520724 0.6268566926755123; 0.9999999999999947 -0.9999999999999981 0.9997083598198123; 0.4962659620926259 -0.7904227606250253 -0.9920051856883788; -0.9999999999999996 0.9999999999999999 -0.9999999999999966; -0.9999999999999999 -0.9743688341589322 -0.22309459290745165; -0.9792231342228171 0.24467694246999733 -0.9963789802381691; 0.9999074569523075 0.23792144830525208 0.9810293458453125; 0.9999999999986424 -0.995214823680442 -0.6481888788032542; -0.9999999999999968 0.9985653590578979 0.9999999999999997; 0.9999999999999993 1.0 0.9999999999999994; 0.04745482917245877 -0.986950263844413 0.9999999999999969; -0.9709401686884694 -0.5892218957731102 0.9999999999999919]
130,8751,300,-33.37753350848125,[-0.9999999999992273 -0.9999997652959811 -0.38969976714404503; -0.9999999999999807 0.45770091802759155 0.9995709646054282; 0.03586842500386955 -0.9999938012749646 0.99999742120411; 0.9999216284900023 -0.9999999999999182 0.05279557246457029; 0.9999999999968706 0.9836631721317192 0.9999999999997956; 0.04570134090123889 0.063073879194162 -0.0010036695925748085; 0.999251896532579 -0.21397602033859253 0.999999999999975; -0.3105262198683272 -0.9999999999999993 -0.9999999999636991; -0.9925034849628714 0.9999999999998943 -0.9999999999897344; -0.9999999999969519 0.6143580524370477 -0.8825921439737722; -0.3942694566254534 0.9999999999999996 0.9999997581788838; 0.9999999999862378 -0.9999999999999112 -0.999999999996218; 0.7907957649683391 0.020978478080708407 -0.9999996838913011; 0.9999999998897974 0.9930095788153697 0.04016693424182577; 0.9610766806392982 0.9999999999999345 -0.9999999999996265; -0.9999779849368133 -0.999999999999892 0.9999999999332783]
131,10000,300,-32.4522398588462,[0.9999934209910626 0.9814630655831956 -0.4050146852806052; -0.9999999999998122 -0.9858003152866902 -0.9999999999999903; 0.6376899123596697 -0.35566897103664924 -0.9992002939241433; 0.9999989273038595 -0.9999999999999605 0.1279789904190216; -0.9593800506120671 -0.9999999999999993 -0.3708560312608655; -0.9999999951700597 -0.19471584803176722 0.9999999999998279; -1.0 0.9969242398063283 0.9985416061225262; -0.414368395330336 0.9793514702012587 -1.0; -0.4240778037000875 -0.9726196872479045 0.9999999999981427; -0.9999999999999795 0.9709918320882942 -0.9992077910861568; 0.996853024159905 0.10876099645612974 0.692039865632166; 0.9985541843168558 -0.9995321020970723 -0.9999999999999996; 0.9999999999999972 1.0 -1.0; 0.9647635993365553 -0.9999999999998676 0.9999999999999978; 0.9999999999999997 0.9999999999999485 0.9999999999999998; -0.22094858436249784 0.9999968761552356 0.9964595581778184]
132,7229,300,-33.081845843354245,[0.322596101221217 0.99964176913183 0.5500976610532768; -0.8697037445431159 0.33086236778543526 0.9985044577962755; -0.9999999999999989 0.9999999999384637 -0.504533141643246; 0.9999999999998688 0.9999999999999951 -0.9999999999998711; 0.9999999999999791 -0.9999999999999145 -0.9999999999999998; 0.9999999999999988 0.21169885148677337 0.9999999999910159; -0.4588649586337155 0.9963725827592055 -0.9999991379579783; 0.9999999999999835 0.9999999999998588 0.9999999999999831; -0.007403883377399588 -0.9928090214777855 0.9971680301689179; 0.7679997057755839 -0.9783665961584331 -0.1284300642563167; -0.9999999999999597 -0.9999999999999908 0.9999999999998931; 0.99999999999999 -1.0 0.9999999999999909; -0.9999999999999801 -0.9903359606153731 -0.5512141677857337; -0.999999999999999 0.9999999999999987 0.9999999999999348; 0.9999999769667196 0.24254256313554537 -0.9880252850975973; -0.4546811531762489 -0.9999999999999181 -0.9999999999999833]
133,6817,300,-30.25926111090669,[1.0 -0.9999999999999987 -0.9999999999999976; -0.9925648321264182 -1.0 0.9256639271648096; 0.9999982003439821 -1.0 0.4929596073224481; 1.0 0.9995375993342726 0.999999999999997; -0.8419793427208662 -0.4451352135939039 -0.8229678315891695; -0.9999999999999957 0.9999999999046781 -0.9999999999999967; -0.9999999999999921 0.9999039898360391 0.999999999999999; -0.9999999991690899 -0.506392313191098 1.0; 0.03157029142901985 -0.9999999999996663 -0.9999999748892506; 0.9999999999999808 0.9999999999999992 -0.83023537647359; 0.018274764628598415 0.9999494585399016 0.979068055014089; -0.9998388083250337 0.9999999999999993 -0.4399681279473727; -0.9999999999999999 -0.9999999999999986 -0.9999999999122119; 0.9952333686269808 -0.9237880426967279 1.0; 0.99507367558671 0.4256482581964292 -0.9999999999999999; 0.9940715228726962 0.654728364471535 0.3272634130594433]
134,7167,300,-32.898878622551614,[1.0 -0.9999999999999993 -0.9999999999999972; -0.4434827533216481 -0.818366415087951 0.9948290913034303; 0.9025475762897303 -0.9991234684771692 -0.23126929462204635; 0.7118119864669439 0.9997638279987212 -0.13364852817028053; 1.0 1.0 0.9999999999999998; -0.90990145802165 0.860329147530519 -0.6255240468632215; -0.9999999999999988 0.9999999999996033 -0.9999999999999993; 0.9999999999999859 0.9999999999999999 -0.9999999999999996; -0.9999999999999997 0.6059673431474415 0.9999999999999999; -0.43577150676791404 -0.9776180111711988 -0.9999999999999973; -0.42287905014511534 1.0 0.9999999999999997; -1.0 -0.9999999999999986 0.9999971729800499; 0.9988964330010399 0.16856639222019537 0.9999999997435289; 0.8756474617678013 0.19250323415910797 -0.9979217780981332; 0.9999999999999993 -1.0 0.9999999999999993; -0.9999999999999973 -0.9999999999999998 -0.703887459684227]
135,9479,300,-30.303194163008502,[-0.2766131341080405 -0.8463337269838254 -0.9999999999915601; 0.9999999999999999 0.9999999999999998 0.9999999999999996; -0.9999999999999941 0.9999999999999993 0.999999999999988; -0.14549399884512573 0.9351913569530097 0.976869542005906; 0.9999978674676306 -0.9999999999999991 0.9999999999999987; 0.9999999999999997 1.0 -0.36410792032025535; -0.9999991659461301 -0.9999999999999997 0.2948443891555553; -0.999789173675348 0.9999934188568114 -0.2289744866223057; 0.9999999999999934 -0.9999997069151914 -1.0; -0.9999999999999996 -0.9999999999999992 -0.99999999999999; 0.8634223736597293 -0.9999987076439929 -0.3895877210177754; 0.9557321188010215 0.9981957612306758 -0.9999999999999888; -0.9985852372815563 -0.8488839461957678 1.0; 0.9913665329745596 -0.2768957232206622 1.0; -0.9970151958707614 -0.07820836056498333 -0.48567611467946775; -0.9914412348852955 0.9999999999999922 -0.9999999999999998]
136,5029,300,-32.44665157546103,[-0.9999999999999993 0.9469112000773597 -0.9999999999999996; -0.9999999999999998 0.9991573387897178 1.0; 1.0 1.0 -0.9999999999999887; -0.15607917605444782 0.22837861646722246 0.08555038387851896; -0.999999984984676 -0.9999999999999997 0.28226410422838794; 0.9999999999999999 -1.0 0.4379298363468942; 0.0008830660174077092 0.9927929707765771 -0.9214528625671894; -0.4281300065560796 -0.9999999999999999 -1.0; 0.9999998215633599 -1.0 -0.9999999999999983; -0.9994402341745334 0.9999130590536653 0.3418699723143741; 0.3708825821514131 -0.9999928128696283 1.0; 1.0 0.9996219304221499 0.9999929715072943; -0.9999965116893826 -0.23148246111874055 -0.9999669241556579; 0.5390754000794402 0.9999969329448272 1.0; -0.9999999999995767 -0.9943299252104573 1.0; 0.9999259535756406 -0.03010112527440577 -0.7833882238899469]
137,1900,300,-30.92203784024032,[-0.9999941049801778 0.8144381135829806 -0.9999937148057093; 0.9999966058633609 0.9980049660648768 0.9999881565771901; 0.9999999799652237 -0.6914926003361076 0.7046285434492436; 0.9999999808980654 0.9999987466877084 0.01820996490136763; -0.9948903068509607 -1.0 -0.09037982121466516; -0.9999999138444248 0.9999966080399081 0.999999648685918; -0.999999907143251 -0.9999982116335773 0.9999997872686498; 0.7756560492533465 0.209155987259194 -0.9998839989707847; 0.14917778177203592 0.9979970734253125 0.9999999999191994; 0.9999961726011368 0.999999575052395 -0.9999941796819746; 0.9999996300713339 -0.999999068269741 -0.9999689721402086; -0.6713712831363962 0.048170254691582134 0.9999999991071363; 0.42328827129086305 -0.999999998137855 0.999989673518687; -0.9999910312485064 0.9999999837280001 -0.41027825011656577; -0.9999999832661083 -0.9731513682403214 -0.9999924352704337; 0.35291365737047087 -0.9999967908370023 -0.9999999731628539]
138,6476,300,-31.254026511706257,[1.0 -0.9979236206445509 0.4757505008903663; 0.054433026109383886 -0.9969079210123603 0.7150971889493005; -0.9037862709425576 0.036038458113459126 0.9867252660506173; 0.19892935882763663 0.9995403029089199 -0.9998317369031784; 0.9999999999999976 -0.9999999999999996 -1.0; -0.9395012819501979 -0.9985397170688731 -0.28663681457392143; -0.8546553704701364 0.9999999999999947 0.999999999999999; 0.9983047063100274 0.9999999999999967 -0.9999999999999986; -1.0 -0.999991895394224 -0.9999999999999997; -0.9505097948996752 0.26113978847112973 -0.9999999999999991; 0.7124359960440829 -0.5474908234543011 -0.9140467337775298; 0.8025076343888179 0.9999999999999971 0.9999999999999973; 0.9999999999999993 -0.9545991211279313 0.9999999999999969; -0.9999841008627706 0.9999999999999998 -0.044148219788233696; -0.9999999999999994 -0.9999999999999963 0.9999999999999921; 0.9999999999999991 0.9879773925059888 0.3269621620385433]
139,6760,300,-30.547919954369913,[-0.9823450144041275 -0.9999999999999999 0.9999999999999992; -1.0 -1.0 -0.023795258631654444; 0.999999999999999 1.0 0.9999751865749898; 0.9999999999999999 0.3299618204696181 -0.9999999999999994; 0.99828678955414 0.1079794430446211 0.9999999999999855; -0.9999999999999999 0.9999999999999998 0.9999999999999999; -0.09412148235345409 0.03870950095278113 0.11723339522177414; -0.9999996715012588 -0.9897415254936559 -0.9999999999999999; 0.2009896772526967 -0.9999999999999997 -1.0; 0.9999973270169803 -1.0 0.9997961621838155; -0.9999999999999923 0.9615060560970796 -0.2895954592800551; 0.0191119225444401 0.9817630389237416 0.9212665204440127; 0.9999999999999925 -0.9999999999999999 -0.01869116877722049; 0.6756672195405572 1.0 -0.9999998571495868; -0.9707350339598637 0.011279363929258325 0.9999999999999967; -0.9963766777053914 0.9999989450570873 -1.0]
140,2434,300,-31.634740344641425,[-0.6197958235017201 -0.7301586886145707 -0.9999996947698214; 0.999999295529457 -0.17920936217593353 -0.9995759041210504; 0.008292769016158837 0.20728246462959743 0.2999107610997464; 1.0 0.9999866122802286 -0.7217773763470808; 0.9999948996196246 -0.9999998589749054 -0.999999999999997; 0.9999995789132045 -0.999999875159009 0.9999999904360198; -0.9999999824223504 -0.9999994207375252 -0.37188841013629914; 0.6488659814733454 0.9999974768046904 0.9999999853606771; 0.6494031398830213 -0.9999894885736968 0.4387732025338761; 0.3193264606821986 0.9999990369181623 -1.0; -0.9999981741331868 0.9489922542939403 -0.9999999441999444; -0.9999995614109959 -0.9999992838428204 0.9932537207925216; -0.9999999953625952 0.9999998951349013 -0.2582246101183245; -0.9726021302393054 -0.13142537429248177 0.9999994689888178; 0.9999985378956833 0.44272417735901337 0.907002982243631; -0.9999808543922798 0.9999999893210932 0.9999996013820773]
141,10000,300,-31.399041264928762,[0.9748682712109652 1.0 0.9023990006730158; 0.1740385416556104 0.9876948022331566 0.3642587192544125; 0.9999999999999971 0.9999999999999979 -0.9999999999999937; 0.8308898413695845 -0.1821312967847045 -0.7178612282316271; -1.0 0.999999999633828 -0.9999999999999886; -0.9999999999626122 -0.991254176473923 -0.45933763951129375; 0.33383732457547577 0.9999999999999947 -0.9997852250542263; 1.0 -0.9999999999999992 0.12104239405196944; 0.9999999999999982 0.34107602709863366 0.9999999999999999; -0.9999999999999986 0.18813900682864965 0.9999557435362431; -0.8949865446421232 -0.9999999999999991 0.9999999993015144; 1.0 -0.9999999999999979 -0.9999999999999998; -0.9999999999999977 1.0 1.0; -0.9999999999999977 0.9917666217667502 -0.48559914867158394; 0.4103051346656169 -0.9435886222730525 0.999999999999999; -0.3533779261115468 -0.9999999999999986 -0.9999999999999997]
142,8042,300,-31.63171190799204,[-0.8797637674895699 -0.28488118897942605 -0.9722191341006363; 0.2954484709340533 0.08676087221047019 0.11046653380236335; 0.9999999999997633 0.999999999983037 -0.9973884854325032; -0.5831464953096928 -0.9991777435788624 0.9999999999952803; -1.0 1.0 -0.9999999999874222; -0.99999999960429 0.9812928276298248 0.3416645790624049; -0.9843383929907211 0.9997153880056071 0.9999999999939656; 0.6084668107671578 0.8588021975075617 0.9999999999721882; 0.9999724387843338 -0.9999999999468248 0.9999999999516763; -0.5588777955827093 -0.9999999999998671 -0.8170705094094717; 0.16872375686026234 0.9806679572435091 -0.8599792152712338; 0.9999999103933253 -0.9999999999964325 -0.999999999866569; 0.999999999999926 -0.9999999914111399 0.22635324324440637; -0.9999999999497343 -0.9999999999140246 0.4468621989325885; 0.9999999999892973 0.999999999993746 0.9862122944687396; 0.9999999782294884 -0.0651136575849078 -0.9999993221846022]
143,5557,300,-32.255578438646836,[0.2605262580242336 0.9999999999995202 -0.9999637839743609; 0.9999999999985394 0.999999999999966 -0.5956059226536553; -0.9999999999983732 -0.9999909595601406 -0.9999999999998883; 0.9871320446959102 -0.33655227124845616 0.9523417618806242; 0.7207983141284476 -0.9999999999999981 -0.1869632440504737; -0.8141588766956084 -0.5172763305503327 0.9999990436857412; -0.9947759714555473 -0.9957846418035712 -0.39734465746026953; -0.9892109435801838 0.9771487145550002 -0.10655409577953662; 0.9999999999999362 -0.9999999999999991 -0.9999999999997343; 0.9999999908533604 -0.12577859950635678 -0.9999999994243014; 0.13285026036088154 0.893803215001047 0.9854353539175693; -0.9999999999999919 0.999999999999999 0.9999999999999925; -0.9778339701276307 0.9999999999987826 -0.9999999999999969; 0.9999999999999978 0.9999999999999915 0.9822025555901801; 0.999999999999874 -0.9999999999998218 0.999999999999976; -0.9999999999999808 -0.9999999999999936 0.9999999999999681]
144,10000,300,-30.497994500141978,[0.3217391951345546 0.9999999999999943 -1.0; -1.0 -0.4083634346357342 0.9999999999999952; 0.1835505236794836 -0.999999999880653 0.15560405836822533; -0.9999999999999979 1.0 -0.053954681874286696; 0.9841207686464113 -0.9999999999999881 -0.9999999999999982; 1.0 -0.1780435447669904 1.0; -0.8794225033681045 -0.9999999999999978 0.9999999757827445; -0.38116100311744705 0.9991024259379191 0.9999999999999625; -1.0 -0.9379164484192046 -0.8640533291878253; 1.0 -0.9999999999999989 -0.9427572284618528; -0.9997101658428363 0.9617863467645351 -0.9999999999999977; 0.9999999999999999 0.9999999999999997 -0.3562688040523178; 0.6641597735254345 0.35982456745727204 -0.4567583751907048; -0.40262253676081505 -0.999548288318994 -0.9999999999999977; 0.9999999999999984 -0.9999999999999643 1.0; 0.8508024524571565 0.9999999999999969 0.9999658337759445]
